Months Since Oldest Trade Open,Months Since Last Trade Open,Average Months in File,Satisfactory Trades,Trades 60+ Ever,Trades 90+ Ever,Bills Paid on Time,Months Since Last Delq.,Max Delq. Last 12M,Max Delq. Ever,Total Trades,Trades Open Last 12M,% Installment Trades,Months Since Most Recent Inq,Inq Last 6 Months,Inq Last 6 Months exl. 7 days,Unpaid Balance,Installment Burden,Revolving Trades w/ Balance,Installment Trades w/ Balance,Bank Trades w/ High Utilization Ratio,% Trades w/ Balance
-0.0032539812199228815,-0.03312788920548338,0.11008106047126308,-0.09818429368062365,-0.019968498753703795,-0.019277802376647418,-0.12648663349719683,-0.10380288467314626,0.041108854200931744,0.006423160287191171,0.0,0.012172732864749097,0.0493831267189002,0.022415461793169417,0.01887675430516361,0.010499138586239784,0.10505617183022654,0.0,0.0464184250886818,0.0,0.017996942225642354,-0.010803020157072282
-0.014037155672642567,-0.012079152039232441,-0.07394190772385319,-0.02778347313452848,0.004967425390093426,0.005324691165362378,0.031463913294091976,0.07568082258203966,-0.02897314899791096,-0.0005390608468493797,0.0027706506456627172,0.015911883655006495,-0.006303539243820001,0.01714741066255178,-0.016217059013984684,-0.006162406575680072,0.045136799055820825,0.0,-0.0070895731170937115,0.001172362438761669,0.0165799426265741,0.0
0.013198611476376743,-0.009739225649404881,0.06729276330615785,0.11658682202059145,0.0200601458986025,0.027827258376316583,0.24325670910504377,0.06550724071184377,-0.03039971306185324,-0.0055267094478657075,-0.01961830782527474,-0.006283398394229298,0.04768418901107996,-0.01738852419689052,0.026282054784366293,0.007023310970430741,-0.07321370006809563,0.003136768992214878,-0.037305481865606005,0.0,-0.015368678660202195,-0.012517561757418527
0.03143170563604254,0.00553054432165008,0.02106120884479643,0.05842492999268699,0.00630460712983226,0.007080732896145553,0.030212596457662753,0.07409244849266222,-0.022889800042352727,-0.002814220294996922,-0.0064342138275997884,0.0071262243505004486,0.0016963602590881477,0.013756110565074642,-0.04394791849437116,-0.015886340057830545,0.12296677625009277,-0.0028047657994461628,0.02837951787828996,-0.0009120960689772695,-0.0008473412033415118,-0.013301347605317648
0.00690992441415593,-0.0020521848137039916,0.033429551003400046,-0.03890929434640765,0.002892888258585094,-0.004550818189821934,-0.013998440295762318,0.06328169653178893,-0.039469627869667456,-0.0010058944996112762,0.003974687872093888,0.008734349781682412,0.013997321236240048,-0.01518564949187665,-0.018098799758775985,-0.006298377672871364,0.18963359462690563,0.003868413650728625,0.006990810633270728,-0.002227001020418961,0.02513861723797134,-0.014183601608209695
0.01043794539469009,0.008141404559567744,0.0620161549676633,0.03968923859071269,0.009215654382196986,0.01746309819264866,0.04447788097100053,0.08938993755255936,0.010875604060236937,0.0,-0.0020312704765627562,-0.007709634547447955,0.020696519726921478,-0.007051825875945772,0.0,-0.009695680009892294,0.15385347138587707,-0.0030553366535627513,-0.006643007011989055,-0.002983998734964022,0.004084428287849051,-0.006155926932225164
0.01259064547592216,-0.0059207047472678576,0.05879350329439783,0.03508077854770228,0.017743304971950216,0.006706936986708156,0.08295322812957043,0.07706115108374743,-0.039180931080331376,-0.0016121087230191074,-0.000532020895709074,0.01617558129642819,-0.029560728775269066,-0.008494854779718834,-0.019236861493963392,-0.007130697020583537,0.07873068033338167,0.0013679076793177711,0.02425728530175343,-0.001497048579387067,0.0042889465572646945,-0.015991333190182422
-0.005269363556443814,-0.0019901235051523747,-0.026069453040776736,-0.010471097991361832,-0.005360517815126836,-0.0054642407911096175,0.0131705828989256,0.1187323160602663,0.01726738740878512,0.0,0.0,0.0015430372823874924,-0.02756100979085968,-0.016419330264523635,-0.0196364302740441,-0.007389012348548763,0.024532333970838233,0.0009311387312261193,0.04488610571468654,0.0003740424521093688,0.0054950207623897795,0.008042679083728799
0.019505690566673423,-0.008960096126168104,0.11511804951581078,0.028946934896861953,-0.0031907735711371177,-0.006151885387315009,-0.0025872961786265747,0.08451350273103678,-0.04306545526543597,0.0005525173705563241,-0.003033406275722572,0.011031911979508202,-0.0008005493588375337,-0.013162607953903505,-0.0027930186377473076,-0.0026436657849526063,-0.036903175791209664,0.006088922571058364,-0.009220276217833334,0.0,0.005255518513701013,0.004779059322362528
0.005687729137897755,-0.007071326969373518,0.04512274012491309,0.04136880635502596,0.027279557500671653,0.04497870401516717,0.02416299941671684,0.1265217579262218,-0.017107873556634633,-0.004697402105368134,-0.001036213954439414,0.01019107709423253,-0.03690132303323866,-0.016299038954658437,0.0170198221818883,0.006260628404769056,-0.03641683771277661,-0.0014603211640466136,0.0052301587938888075,0.0050855152920408,-0.015337007837935845,0.012269911016068696
